car_name,year,price,assemble_place,series,driven kms,num_of_seat,engine_type,transmission
 VinFast Fadil 1.4 AT,2021,13725.0,Locally assembled,Hatchback,20000,5,Petrol,Automatic
 Lexus RX 350,2022,157720.0,Imported,SUV,5000,5,Petrol,Automatic
 Hyundai Mighty EX8,2021,24768.0,Locally assembled,Truck,100355,3,Diesel,Manual
 Mercedes Benz E class E250,2010,16565.0,Locally assembled,Sedan,90000,5,Petrol,Automatic
 Kia Morning Luxury,2020,14001.0,Locally assembled,Hatchback,11590,5,Petrol,Automatic
 BMW X6 xDrive35i,2009,21100.0,Imported,SUV,120000,5,Petrol,Automatic
 Honda Civic 1.8 MT,2009,10452.0,Locally assembled,Sedan,110000,5,Petrol,Manual
 Kia Morning SLX 1.0 AT,2008,6508.0,Imported,Hatchback,19000,5,Petrol,Automatic
 Hyundai Universe Xpress Luxury,2008,37468.0,Imported,Bán tải / Pickup,2000000,47,Diesel,Manual
 Hyundai SantaFe 2.4L,2018,33918.0,Locally assembled,SUV,50000,7,Petrol,Automatic
 Mitsubishi Attrage 1.2 MT,2021,10570.0,Imported,Sedan,66666,5,Petrol,Manual
 Kia Morning Si,2019,13370.0,Locally assembled,Hatchback,30000,5,Petrol,Automatic
 Hyundai Creta Cao cấp 1.5 AT,2022,27608.0,Imported,Crossover,18000,5,Petrol,Automatic
 Hyundai Sonata 2.0 AT,2011,15973.0,Imported,Sedan,115021,5,Petrol,Automatic
 Honda CRV L,2022,37389.0,Locally assembled,SUV,24000,7,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2018,14987.0,Locally assembled,SUV,68000,5,Petrol,Automatic
 Kia Morning Deluxe,2019,11438.0,Locally assembled,Hatchback,48000,5,Petrol,Automatic
 Audi Q5 2.0 AT,2013,28594.0,Imported,SUV,113027,5,Petrol,Automatic
 Lexus LX 570,2013,141984.0,Imported,SUV,94000,7,Petrol,Automatic
 Mazda CX8 Premium,2022,39243.0,Locally assembled,SUV,15000,7,Petrol,Automatic
 Kia Morning SLX 1.0 AT,2009,7296.0,Imported,Hatchback,10000,5,Petrol,Automatic
 Ford Everest 2.6L 4x2 MT,2007,9663.0,Locally assembled,SUV,90000,8,Petrol,Manual
 Chevrolet Aveo LTZ 1.4 AT,2018,12029.0,Locally assembled,Sedan,22000,5,Petrol,Automatic
 Mitsubishi Triton 4x2 AT,2019,15973.0,Imported,Bán tải / Pickup,55000,5,Diesel,Automatic
 Hyundai SantaFe Cao cấp 2.5L HTRAC,2022,45711.0,Locally assembled,SUV,16000,7,Petrol,Automatic
 Hyundai Tucson 2.0 ATH,2015,27608.0,Imported,Crossover,76000,5,Petrol,Automatic
 Ford Explorer Limited 2.3L EcoBoost,2020,67048.0,Imported,SUV,60000,7,Petrol,Automatic
 VinFast Fadil Tiêu chuẩn 1.4 AT,2022,13804.0,Locally assembled,Hatchback,20000,5,Petrol,Automatic
 Kia Rio 1.4 AT,2012,11438.0,Imported,Hatchback,82000,5,Petrol,Automatic
 Hyundai Verna 1.4 AT,2010,8361.0,Imported,Sedan,110000,5,Petrol,Automatic
 Toyota Innova 2.0E,2018,21692.0,Locally assembled,Crossover,93000,8,Petrol,Manual
 Kia Morning Van 1.0 AT,2014,8085.0,Imported,Van/Minivan,76000,2,Petrol,Automatic
 Toyota Vios 1.5G,2018,17945.0,Locally assembled,Sedan,21000,5,Petrol,Automatic
 Kia Morning Si MT,2017,10057.0,Locally assembled,Hatchback,70000,5,Petrol,Manual
 Mazda CX5 Premium 2.0 AT,2021,30763.0,Locally assembled,SUV,25000,5,Petrol,Automatic
 Mercedes Benz C class C200 Exclusive,2021,52771.0,Locally assembled,Sedan,17000,5,Petrol,Automatic
 Honda City L 1.5 AT,2023,20706.0,Locally assembled,Sedan,1000,5,Petrol,Automatic
 Daewoo Lacetti EX,2011,5522.0,Locally assembled,Sedan,18000,5,Petrol,Manual
 Mercedes Benz CLA class CLA 45 AMG 4Matic,2014,32735.0,Imported,Sedan,68000,5,Petrol,Automatic
 Mercedes Benz C class C300 AMG,2019,55176.0,Locally assembled,Sedan,13000,5,Petrol,Automatic
 Toyota Innova 2.0E,2017,19720.0,Locally assembled,Crossover,100000,8,Petrol,Manual
 Hyundai Accent 1.4 AT,2012,11635.0,Imported,Sedan,120000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2021,14948.0,Locally assembled,Sedan,9856,5,Petrol,Automatic
 Volvo XC60 Inscription B6 AWD,2021,80418.0,Imported,SUV,29000,5,Petrol,Automatic
 Hyundai Elantra 1.6 MT,2021,18497.0,Locally assembled,Sedan,43000,5,Petrol,Manual
 Suzuki APV GLX 1.6 AT,2007,8282.0,Locally assembled,SUV,75000,8,Petrol,Automatic
 Toyota Innova G,2008,10057.0,Locally assembled,Crossover,148000,8,Petrol,Manual
 Toyota Vios 1.5G,2019,17275.0,Locally assembled,Sedan,35000,5,Petrol,Automatic
 Mercedes Benz S class S400L,2016,89923.0,Locally assembled,Sedan,35000,5,Petrol,Automatic
 Kia Rio 1.4 MT,2015,11004.0,Imported,Sedan,68000,5,Petrol,Manual
 Hyundai i10 1.2 MT,2021,15579.0,Locally assembled,Sedan,17000,5,Petrol,Manual
 Kia Rondo GATH,2016,17945.0,Locally assembled,SUV,70000,7,Petrol,Automatic
 Honda CRV 2.0 AT,2015,22836.0,Locally assembled,SUV,66000,5,Petrol,Automatic
 Toyota Prado VX 2.7L,2020,92684.0,Imported,SUV,20000,7,Petrol,Automatic
 Lexus LX 570,2016,222836.0,Imported,SUV,50000,7,Petrol,Automatic
 Toyota Camry 2.5Q,2014,18458.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 Mercedes Benz E class E200 Edition,2015,30172.0,Locally assembled,Sedan,61260,5,Petrol,Automatic
 Lexus LX 570,2008,76908.0,Imported,SUV,100000,7,Petrol,Automatic
 VinFast Fadil 1.4 AT Plus,2021,13725.0,Locally assembled,Hatchback,19000,5,Petrol,Automatic
 Mazda CX5 2.5 AT 2WD,2018,27174.0,Locally assembled,SUV,68000,5,Petrol,Automatic
 Mazda 3 1.5 AT,2015,16565.0,Locally assembled,Sedan,80000,5,Petrol,Automatic
 Kia Morning Luxury,2020,14001.0,Locally assembled,Hatchback,11000,5,Petrol,Automatic
 Mazda 3 1.5 AT,2017,18773.0,Locally assembled,Sedan,7,5,Petrol,Automatic
 Mercedes Benz E class E200,2016,52850.0,Locally assembled,Sedan,80450,5,Petrol,Automatic
 Toyota Vios 1.5E MT,2021,16565.0,Locally assembled,Sedan,60000,5,Petrol,Manual
 Toyota Camry 2.5Q,2018,30093.0,Locally assembled,Sedan,41065,5,Petrol,Automatic
 Hyundai Elantra Sport 1.6 AT,2019,21219.0,Locally assembled,Sedan,60000,5,Petrol,Automatic
 Toyota Corolla Cross 1.8HV,2020,30763.0,Imported,SUV,39000,5,Hybrid,Automatic
 LandRover Range Rover Autobiography LWB 5.0,2015,171564.0,Imported,SUV,50000,4,Petrol,Automatic
 Mazda 3 1.6 AT,2010,12226.0,Imported,Hatchback,43000,5,Petrol,Automatic
 Ford Ranger Wildtrak 2.0L 4x4 AT,2021,29935.0,Imported,Bán tải / Pickup,32668,5,Diesel,Automatic
 Honda City 1.5,2019,17945.0,Locally assembled,Sedan,39000,5,Petrol,Automatic
 Lexus RX 350L,2022,155788.0,Imported,SUV,8800,7,Petrol,Automatic
 Toyota Alphard Luxury Executive Lounge,2021,157720.0,Imported,Van/Minivan,20000,7,Petrol,Automatic
 Toyota Sienna Platinum 2.5 AT AWD,2020,153816.0,Imported,Van/Minivan,30000,7,Hybrid,Automatic
 Honda Civic 1.5L Vtec Turbo,2018,23467.0,Imported,Sedan,80000,5,Petrol,Automatic
 Toyota Corolla altis 2.0V,2016,21100.0,Locally assembled,Sedan,800001,5,Petrol,Automatic
 Toyota Corolla altis 1.8G AT,2013,16170.0,Locally assembled,Sedan,100000,5,Petrol,Automatic
 Hyundai Accent 1.4 AT Đặc Biệt,2022,20114.0,Locally assembled,Sedan,9000,5,Petrol,Automatic
 Nissan Teana 2.0 AT,2010,11753.0,Imported,Sedan,122000,5,Petrol,Automatic
 Ford Focus 2.0 AT,2005,7218.0,Locally assembled,Sedan,13010,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT CRDi Đặc biệt,2022,39006.0,Locally assembled,Crossover,7900,5,Diesel,Automatic
 Peugeot 2008 GT Line 1.2 AT,2022,31513.0,Locally assembled,Crossover,2000,5,Petrol,Automatic
 Peugeot 3008 AL,2022,39401.0,Locally assembled,Crossover,5000,5,Petrol,Automatic
 Ford Tourneo Titanium 2.0 AT,2020,28712.0,Locally assembled,Van/Minivan,27000,7,Petrol,Automatic
 Kia Morning 1.25 MT,2022,11004.0,Locally assembled,Hatchback,19000,5,Petrol,Manual
 Suzuki Celerio 1.0 AT,2018,10570.0,Imported,Hatchback,94000,5,Petrol,Automatic
 Mazda CX8 Premium,2019,37468.0,Locally assembled,SUV,7826,7,Petrol,Automatic
 Mercedes Benz E class E300 AMG,2016,66654.0,Locally assembled,Sedan,51000,5,Petrol,Automatic
 Toyota Camry LE 2.5,2009,18340.0,Imported,Sedan,99000,5,Petrol,Automatic
 Chevrolet Aveo LTZ 1.4 AT,2018,11240.0,Locally assembled,Sedan,39000,5,Petrol,Automatic
 Mercedes Benz E class E200,2017,45553.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Hyundai Grand Starex 2.5 MT,2017,27411.0,Imported,Van/Minivan,120000,9,Diesel,Manual
 Toyota Innova 2.0E,2014,13804.0,Locally assembled,Crossover,200000,8,Petrol,Manual
 Mercedes Benz GLC 200 4Matic,2021,64603.0,Locally assembled,SUV,16000,5,Petrol,Automatic
 Kia Cerato 2.0 AT,2016,15973.0,Locally assembled,Sedan,12000,5,Petrol,Automatic
 Kia Bongo,2006,4338.0,Imported,Truck,30000,3,Diesel,Manual
 Mitsubishi Triton GLS 4x4 AT,2013,13607.0,Imported,Bán tải / Pickup,120000,5,Diesel,Automatic
 Hyundai SantaFe Premium 2.2L HTRAC,2020,38651.0,Locally assembled,SUV,21570,7,Diesel,Automatic
 Mazda 3 1.5 AT,2016,16565.0,Locally assembled,Hatchback,80000,5,Petrol,Automatic
 Toyota Yaris 1.5G,2017,18340.0,Imported,Hatchback,4000,5,Petrol,Automatic
 Mazda CX5 2.5 AT AWD,2018,26030.0,Locally assembled,SUV,3000,5,Petrol,Automatic
 Mercedes Benz E class E200,2016,45356.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x2 AT,2019,33721.0,Imported,SUV,45900,8,Petrol,Automatic
 Mazda CX5 2.5 AT 2WD,2019,28200.0,Locally assembled,SUV,39000,5,Petrol,Automatic
 Toyota Fortuner 2.4G 4x2 MT,2017,28397.0,Imported,SUV,88000,8,Diesel,Manual
 Mercedes Benz C class C200 Avantgarde Plus,2022,71347.0,Locally assembled,Sedan,50,5,Petrol,Automatic
 LandRover Discovery HSE Luxury,2015,46539.0,Imported,SUV,78000,7,Petrol,Automatic
 Toyota Vios E CVT,2022,20509.0,Locally assembled,Sedan,6000,5,Petrol,Automatic
 LandRover Range Rover Supercharged 5.0,2014,133307.0,Imported,SUV,62000,5,Petrol,Automatic
 Honda City 1.5TOP,2018,16565.0,Locally assembled,Sedan,88000,5,Petrol,Automatic
 Toyota Corolla altis 1.8G MT,2004,7060.0,Locally assembled,Sedan,152586,5,Petrol,Manual
 Toyota Wigo 1.2G AT,2019,12029.0,Imported,Hatchback,40000,5,Petrol,Automatic
 Kia K3 2.0 AT,2016,16959.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Lexus ES 250,2021,89923.0,Imported,Sedan,12000,5,Petrol,Automatic
 Volvo S90 Inscription LWB B6 AWD,2022,86768.0,Imported,Sedan,11000,5,Petrol,Automatic
 Toyota Sienna Platinum 2.5 AT,2021,180162.0,Imported,Van/Minivan,13000,7,Hybrid,Automatic
 Mercedes Benz GLC 200 4Matic,2022,73319.0,Locally assembled,SUV,7900,5,Petrol,Automatic
 Mitsubishi Outlander 2.0 CVT,2018,24058.0,Locally assembled,SUV,48000,7,Petrol,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2017,24847.0,Imported,Bán tải / Pickup,54000,5,Diesel,Automatic
 Audi A4 2.0T Quattro,2008,15973.0,Imported,Sedan,67000,5,Petrol,Automatic
 Kia Carens 2.0 AT,2007,10452.0,Imported,Crossover,106000,7,Petrol,Automatic
 Porsche Cayenne 3.0 V6,2019,157365.0,Imported,SUV,20000,5,Petrol,Automatic
 Lexus IS 300 Luxury,2021,78840.0,Imported,Sedan,15000,5,Petrol,Automatic
 Mazda CX5 2.0 AT AWD,2015,20706.0,Locally assembled,SUV,73000,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2018,17945.0,Locally assembled,Sedan,90000,5,Petrol,Automatic
 Toyota Hilux 2.4L 4x2 AT,2021,26780.0,Imported,Bán tải / Pickup,38000,5,Diesel,Automatic
 Mazda 3 1.5 AT,2017,19523.0,Locally assembled,Sedan,56000,5,Petrol,Automatic
 Mitsubishi Jolie SS,2002,3431.0,Locally assembled,SUV,168000,8,Petrol,Manual
 Mercedes Benz Maybach S400,2016,171564.0,Imported,Sedan,50000,5,Petrol,Automatic
 Kia Forte SX 1.6 AT,2010,11793.0,Locally assembled,Sedan,151617,5,Petrol,Automatic
 Mercedes Benz C class C250 AMG,2015,27569.0,Locally assembled,Sedan,110000,5,Petrol,Automatic
 Mitsubishi Jolie SS,2003,4536.0,Locally assembled,SUV,183000,8,Petrol,Manual
 Toyota Innova 2.0E,2019,22678.0,Locally assembled,Crossover,51000,8,Petrol,Manual
 Toyota Hilux 2.4E 4x2 AT,2020,25951.0,Imported,Bán tải / Pickup,40000,5,Diesel,Automatic
 Honda HRV L,2021,26346.0,Imported,Crossover,53000,5,Petrol,Automatic
 VinFast Lux A 2.0 2.0 AT,2021,25202.0,Locally assembled,Sedan,30000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x4 AT,2010,14948.0,Locally assembled,SUV,102323,8,Petrol,Automatic
 Lexus RX 350,2020,132124.0,Imported,SUV,18600,5,Petrol,Automatic
 Kia Morning LX 1.1 MT,2011,3905.0,Locally assembled,Hatchback,99000,5,Petrol,Manual
 Toyota Corolla altis 1.8G MT,2007,8243.0,Locally assembled,Sedan,150000,5,Petrol,Manual
 Honda City 1.5,2017,16368.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Mitsubishi Xpander 1.5 AT,2019,20193.0,Imported,SUV,48000,7,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2015,18734.0,Imported,Bán tải / Pickup,90000,5,Diesel,Automatic
 Ford Ranger Wildtrak 2.0L 4x4 AT,2022,35102.0,Locally assembled,Bán tải / Pickup,10000,5,Diesel,Automatic
 Kia Morning SX 1.1 AT Sport,2011,8085.0,Locally assembled,Hatchback,122266,5,Petrol,Automatic
 Kia Morning LX 1.0 AT,2005,5048.0,Imported,Hatchback,10000,5,Petrol,Automatic
 Kia Sorento Signature 2.2 AT AWD,2020,39834.0,Locally assembled,SUV,30000,6,Diesel,Automatic
 Hyundai Accent 1.4 AT Đặc Biệt,2022,20706.0,Locally assembled,Sedan,25000,5,Petrol,Automatic
 Mazda 6 2.0 AT,2015,17038.0,Locally assembled,Sedan,69000,5,Petrol,Automatic
 Hyundai i10 1.2 MT,2021,9939.0,Locally assembled,Hatchback,28000,5,Petrol,Manual
 Chevrolet Colorado LTZ 2.5L 4x4 AT,2019,21100.0,Imported,Bán tải / Pickup,53000,5,Diesel,Automatic
 Kia Cerato Koup 2.0 AT,2009,12424.0,Imported,Coupe,79000,5,Petrol,Automatic
 Toyota Camry 2.0G,2021,39046.0,Imported,Sedan,5000,5,Petrol,Automatic
 Chevrolet Spark LT 0.8 MT,2008,3471.0,Locally assembled,Hatchback,139000,5,Petrol,Manual
 Howo,2021,28791.0,Imported,Truck,18000,2,Diesel,Manual
 Luxgen M7 2.2 T,2011,11043.0,Imported,Van/Minivan,150000,7,Petrol,Automatic
 Hyundai Accent 1.4 AT,2021,18931.0,Locally assembled,Sedan,3000,5,Petrol,Automatic
 BMW 5 Series 530i Luxury Line,2018,63893.0,Imported,Sedan,100000,5,Petrol,Automatic
 Toyota Veloz Cross Top 1.5 CVT,2022,25833.0,Imported,SUV,7000,7,Petrol,Automatic
 Mitsubishi Outlander 3.0 AT,2006,12542.0,Imported,SUV,162000,7,Petrol,Automatic
 Lexus LX 570,2012,133701.0,Imported,SUV,84000,7,Petrol,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2016,25636.0,Imported,Bán tải / Pickup,60000,5,Diesel,Automatic
 Mercedes Benz SLK class SLK 350,2014,0.0,Imported,Convertible/Cabriolet,21000,2,Petrol,Automatic
 Toyota Innova 2.0E,2018,19128.0,Locally assembled,Crossover,88000,8,Petrol,Manual
 Kia Cerato 1.6 AT Deluxe,2020,19168.0,Locally assembled,Sedan,38000,5,Petrol,Automatic
 Toyota Camry 2.5Q,2020,38848.0,Imported,Sedan,22000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x2 AT,2017,28397.0,Imported,SUV,12000,8,Petrol,Automatic
 Mazda CX5 2.5 AT,2016,22284.0,Locally assembled,SUV,80000,5,Petrol,Automatic
 Volkswagen Tiguan Allspace,2018,43345.0,Imported,SUV,40000,7,Petrol,Automatic
 Lexus GX 460,2016,116348.0,Imported,SUV,72000,7,Petrol,Automatic
 Toyota Camry Grande 3.0 V6,2002,5482.0,Locally assembled,Sedan,200000,5,Petrol,Manual
 Hyundai Accent 1.4 AT Đặc Biệt,2021,19247.0,Locally assembled,Sedan,35000,5,Petrol,Automatic
 Mazda 3 S 1.6 AT,2014,12976.0,Locally assembled,Sedan,100000,5,Petrol,Automatic
 Hyundai SantaFe Premium 2.2L HTRAC,2019,35890.0,Locally assembled,SUV,50000,7,Diesel,Automatic
 Mitsubishi Outlander 2.0 CVT,2019,27805.0,Locally assembled,SUV,1700,7,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 MT,2017,16959.0,Imported,Bán tải / Pickup,77000,5,Diesel,Manual
 Honda Brio G,2019,13607.0,Imported,Hatchback,50000,5,Petrol,Automatic
 Ford Everest Titanium 2.0L 4x2 AT,2021,37468.0,Imported,SUV,45000,7,Diesel,Automatic
 Kia Seltos Premium 1.4 AT,2021,26622.0,Locally assembled,Crossover,39000,5,Petrol,Automatic
 Toyota Land Cruiser GX 4.5,2005,17354.0,Locally assembled,SUV,135000,8,Petrol,Manual
 Mitsubishi Attrage 1.2 MT,2018,10452.0,Imported,Sedan,80000,5,Petrol,Manual
 Hyundai SantaFe 2.2L,2014,26228.0,Imported,SUV,850000,7,Diesel,Automatic
 Mitsubishi Outlander 2.0 CVT Special Edition,2019,27608.0,Locally assembled,SUV,39000,7,Petrol,Automatic
 Kia Rondo DAT,2016,18142.0,Locally assembled,SUV,70000,7,Diesel,Automatic
 Mercedes Benz GLC 300 4Matic,2020,61921.0,Locally assembled,SUV,48000,5,Petrol,Automatic
 Toyota Veloz Cross Top 1.5 CVT,2022,26622.0,Locally assembled,SUV,6800,7,Petrol,Automatic
 Honda Civic 1.5L Vtec Turbo,2017,21692.0,Imported,Sedan,90000,5,Petrol,Automatic
 Toyota Innova 2.0G,2012,13804.0,Locally assembled,Crossover,68000,8,Petrol,Automatic
 Hyundai Tucson 1.6 AT Turbo,2018,26819.0,Locally assembled,Crossover,58000,5,Petrol,Automatic
 Toyota Yaris 1.3G,2014,14277.0,Imported,Hatchback,65000,5,Petrol,Automatic
 Mitsubishi Xpander 1.5 AT,2020,22481.0,Imported,SUV,56000,7,Petrol,Automatic
 Mitsubishi Xpander Cross 1.5 AT,2021,23270.0,Imported,SUV,31000,7,Petrol,Automatic
 Chevrolet Cruze LS 1.6 MT,2011,9663.0,Locally assembled,Sedan,60000,5,Petrol,Manual
 Kia Morning Van 1.0 AT,2013,8874.0,Imported,Van/Minivan,60000,2,Petrol,Automatic
 Chevrolet Captiva LTZ 2.4 AT,2007,9268.0,Locally assembled,SUV,80000,7,Petrol,Automatic
 Toyota Innova G,2009,9860.0,Locally assembled,Crossover,180000,8,Petrol,Manual
 Mazda cx3 Luxury 1.5 AT,2021,20509.0,Imported,Crossover,20000,5,Petrol,Automatic
 Mazda CX5 2.5 AT 2WD,2018,25715.0,Locally assembled,SUV,60000,5,Petrol,Automatic
 Toyota Zace GL,1999,5324.0,Locally assembled,SUV,178000,8,Petrol,Manual
 Toyota Innova 2.0E,2016,14198.0,Locally assembled,Crossover,90000,8,Petrol,Manual
 Porsche Cayenne Coupe,2020,191678.0,Imported,SUV,32000,5,Petrol,Automatic
 BMW 3 Series 320i,2011,14001.0,Imported,Sedan,140000,5,Petrol,Automatic
 Hyundai SantaFe Gold 2.0 AT,2002,6271.0,Imported,SUV,20,7,Diesel,Automatic
 Toyota Innova G 2.0 AT,2021,31552.0,Locally assembled,Crossover,22000,8,Petrol,Automatic
 Toyota Camry 2.4G,2012,16959.0,Locally assembled,Sedan,120000,5,Petrol,Automatic
 Mercedes Benz C class C200,2019,40623.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Mercedes Benz S class S450L,2018,117925.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Mercedes Benz S class S350,2005,16368.0,Imported,Sedan,100000,5,Petrol,Automatic
 Hyundai i20 1.4 AT,2012,11004.0,Imported,Hatchback,85000,5,Petrol,Automatic
 Toyota Corolla altis 1.8G AT,2016,19128.0,Locally assembled,Sedan,65000,5,Petrol,Automatic
 Porsche Macan S,2022,184934.0,Imported,SUV,10000,5,Petrol,Automatic
 Hyundai i10 Grand 1.0 MT Base,2016,7336.0,Imported,Hatchback,12000,5,Petrol,Manual
 Chevrolet Cruze LT 1.6 MT,2016,11438.0,Locally assembled,Sedan,55000,5,Petrol,Manual
 Chevrolet Cruze LS 1.6 MT,2014,10254.0,Locally assembled,Sedan,110000,5,Petrol,Manual
 Toyota Yaris 1.5G,2018,19247.0,Imported,Hatchback,50000,5,Petrol,Automatic
 Ford EcoSport Titanium 1.0 EcoBoost,2020,21100.0,Locally assembled,SUV,30000,5,Petrol,Automatic
 Nissan Navara EL 2.5AT 2WD,2016,17748.0,Imported,Bán tải / Pickup,95000,5,Diesel,Automatic
 Ford Ranger Raptor 2.0L 4x4 AT,2022,42990.0,Imported,Bán tải / Pickup,13000,5,Diesel,Automatic
 Ford Everest Titanium 2.0L 4x2 AT,2020,35299.0,Imported,SUV,42000,7,Diesel,Automatic
 Honda Civic G 1.8 AT,2020,26819.0,Imported,Sedan,21000,5,Petrol,Automatic
 Maserati Quattroporte 3.0 V6,2017,165608.0,Imported,Sedan,33368,5,Petrol,Automatic
 Honda City 1.5 AT,2015,14198.0,Locally assembled,Sedan,100000,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2022,78801.0,Locally assembled,SUV,23000,5,Petrol,Automatic
 Kia Seltos Luxury 1.4 AT,2020,22086.0,Locally assembled,Crossover,31000,5,Petrol,Automatic
 Toyota Land Cruiser 5.7 V8,2016,193216.0,Imported,SUV,55000,8,Petrol,Automatic
 Hyundai Eon 0.8 MT,2011,4930.0,Imported,Hatchback,16000,5,Petrol,Manual
 Mitsubishi Xpander 1.5 AT,2019,20351.0,Imported,SUV,58000,7,Petrol,Automatic
 Mazda 3 1.5 AT,2015,16368.0,Locally assembled,Sedan,50800,5,Petrol,Automatic
 Mazda BT50 2.2L 4x2 AT,2015,14198.0,Imported,Bán tải / Pickup,12000,5,Diesel,Automatic
 Volvo XC90 Recharge T8 AWD,2022,169552.0,Imported,SUV,10000,7,Hybrid,Automatic
 Kia Morning SX 1.1 MT Sport,2011,6902.0,Locally assembled,Hatchback,92000,5,Petrol,Manual
 Toyota Prado 2.8L,2016,82824.0,Imported,SUV,14500,7,Diesel,Automatic
 Honda City L 1.5 AT,2021,18734.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Hyundai Accent 1.4 AT,2020,18340.0,Locally assembled,Sedan,20000,5,Petrol,Automatic
 Toyota Hilux 2.8G 4x4 AT,2019,27726.0,Imported,Bán tải / Pickup,55000,5,Diesel,Automatic
 Mitsubishi Triton 4x2 AT Mivec,2021,21889.0,Imported,Bán tải / Pickup,30000,5,Diesel,Automatic
 Toyota Hilux 2.4E 4x2 AT,2019,25636.0,Imported,Bán tải / Pickup,46000,5,Diesel,Automatic
 VinFast Lux SA 2.0 Plus 2.0 AT,2021,30369.0,Locally assembled,SUV,62000,7,Petrol,Automatic
 Chevrolet Captiva LTZ 2.0 AT,2009,10452.0,Locally assembled,SUV,110000,7,Diesel,Automatic
 Hyundai i10 1.2 MT,2022,13212.0,Locally assembled,Hatchback,13000,5,Petrol,Manual
 Mazda CX5 2.5 AT 2WD,2019,27214.0,Locally assembled,SUV,67000,5,Petrol,Automatic
 Peugeot 3008 Allure 1.6 AT,2020,30724.0,Locally assembled,Crossover,35000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2020,13804.0,Locally assembled,Hatchback,29000,5,Petrol,Automatic
 Honda City 1.5,2018,15579.0,Locally assembled,Sedan,32000,5,Petrol,Automatic
 Hyundai SantaFe 2.4L 4WD,2017,27569.0,Locally assembled,SUV,50000,7,Petrol,Automatic
 Mazda 6 2.0L,2016,20114.0,Locally assembled,Sedan,55000,5,Petrol,Automatic
 Toyota Yaris 1.5G,2019,22875.0,Imported,Hatchback,70000,5,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2014,12621.0,Locally assembled,SUV,112000,5,Petrol,Automatic
 Porsche Cayenne S,2007,22875.0,Imported,SUV,70000,5,Petrol,Automatic
 Hyundai SantaFe 2.0L,2011,20509.0,Imported,SUV,70000,7,Diesel,Automatic
 Volvo XC60 Inscription B6 AWD,2022,85940.0,Imported,SUV,9000,5,Petrol,Automatic
 Toyota Camry 2.4G,2011,15382.0,Locally assembled,Sedan,11000,5,Petrol,Automatic
 Toyota Vios 1.5G,2018,14790.0,Locally assembled,Sedan,79000,5,Petrol,Automatic
 Mercedes Benz GLC 200,2022,65036.0,Locally assembled,SUV,5000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2022,24768.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 Toyota Fortuner 2.4G 4x2 AT,2020,34707.0,Locally assembled,SUV,42000,8,Diesel,Automatic
 Honda Civic G 1.5 AT,2022,29777.0,Imported,Sedan,2500,5,Petrol,Automatic
 Ford Ranger XLT 2.5L 4x4 MT,2011,10254.0,Imported,Bán tải / Pickup,119000,5,Diesel,Manual
 Kia Morning Si MT,2018,10057.0,Locally assembled,Hatchback,68000,5,Petrol,Manual
